,Hospital Name,Beds,City,State
496,Aurora Santa Rosa Hospital,95,Santa Rosa,CA
497,Aurora Sheboygan Memorial Medical Center,136,Sheboygan,WI
498,Aurora Sinai Medical Center,228,Milwaukee,WI
499,Aurora Tempe Behavioral Healthcare,138,Tempe,AZ
500,Aurora West Allis Medical Center,277,West Allis,WI
501,Aurora West Hospital,100,Glendale,AZ
502,Austen Riggs Center,0,Stockbridge,MA
503,Austin Lakes Hospital,58,Austin,TX
504,Austin Oaks Hospital,80,Austin,TX
505,Austin State Hospital,254,Austin,TX
506,Auxilio Mutuo Hospital of Puerto Rico,460,Hato Rey,PR
507,Avala,0,Covington,LA
508,Aventura Hospital and Medical Center,407,Aventura,FL
509,Avera Creighton Hospital,70,Creighton,NE
510,Avera De Smet Memorial Hospital,6,De Smet,SD
511,Avera Dells Area Hospital,21,Dell Rapids,SD
512,Avera Flandreau Hospital,18,Flandreau,SD
513,Avera Fox Run Health Campus,10,Yankton,SD
514,Avera Gettysburg Hospital,10,Gettysburg,SD
515,Avera Gregory Hospital,80,Gregory,SD
516,Avera Hand County Memorial Hospital,25,Miller,SD
517,Avera Heart Hospital,53,Sioux Falls,SD
518,Avera Holy Family Hospital,22,Estherville,IA
519,Avera Marshall Regional Medical Center,111,Marshall,MN
520,Avera McKennan Hospital & University Health Center,607,Sioux Falls,SD
521,Avera Queen of Peace Hospital,134,Mitchell,SD
522,Avera Sacred Heart Hospital,262,Yankton,SD
523,Avera Saint Anthony's Hospital,25,O'Neill,NE
524,Avera Saint Benedict Hospital,74,Parkston,SD
525,Avera Saint Luke's Hospital,196,Aberdeen,SD
526,Avera Saint Mary's Hospital,130,Pierre,SD
527,Avera Tyler Hospital,51,Tyler,MN
528,Avera Weskota Memorial Medical Center,16,Wessington Springs,SD
529,Avista Adventist Hospital,108,Louisville,CO
530,Avita Ontario Hospital,26,Ontario,OH
531,Avoyelles Hospital,49,Marksville,LA
532,Bacharach Institute for Rehabilitation,82,Pomona,NJ
533,Backus Hospital,183,Norwich,CT
534,Bacon County Hospital,113,Alma,GA
535,Bailey Medical Center,73,Owasso,OK
536,Bakersfield Behavioral Healthcare Hospital,90,Bakersfield,CA
537,Bakersfield Heart Hospital,47,Bakersfield,CA
538,Bakersfield Memorial Hospital,421,Bakersfield,CA
539,Baldpate Hospital,35,Georgetown,MA
540,Baldwin Park Medical Center,257,Baldwin Park,CA
541,Ballard Rehabilitation Hospital,60,San Bernardino,CA
542,Ballinger Memorial Hospital,16,Ballinger,TX
543,Banner - University Medical Center Tucson,479,Tucson,AZ
544,Banner - University Medical Center Phoenix,712,Phoenix,AZ
545,Banner - University Medical Center South Campus,150,Tucson,AZ
546,Banner Baywood Medical Center,340,Mesa,AZ
547,Banner Behavioral Health Hospital,124,Scottsdale,AZ
548,Banner Boswell Medical Center,525,Sun City,AZ
549,Banner Casa Grande Medical Center,141,Casa Grande,AZ
550,Banner Churchill Community Hospital,25,Fallon,NV
551,Banner Del E. Webb Medical Center,394,Sun City West,AZ
552,Banner Desert Medical Center,615,Mesa,AZ
553,Banner Estrella Medical Center,317,Phoenix,AZ
554,Banner Fort Collins Medical Center,23,Fort Collins,CO
555,Banner Gateway Medical Center,165,Gilbert,AZ
556,Banner Goldfield Medical Center,20,Apache Junction,AZ
557,Banner Heart Hospital,111,Mesa,AZ
558,Banner Ironwood Medical Center,53,Queen Creek,AZ
559,Banner Lassen Medical Center,25,Susanville,CA
560,Banner Payson Medical Center,25,Payson,AZ
561,Banner Thunderbird Medical Center,555,Glendale,AZ
562,Baptist Emergency Hospital Hausman,0,San Antonio,TX
563,Baptist Children's Hospital,0,Miami,FL
564,Baptist Easley Hospital,89,Easley,SC
565,Baptist Emergency Hospital at Kelly,0,San Antonio,TX
566,Baptist Emergency Hospital Overlook,0,San Antonio,TX
567,Baptist Emergency Hospital Schertz,0,Schertz,TX
568,Baptist Emergency Hospital Westover Hills,0,San Antonio,TX
569,Baptist Emergency Hospital- Thousand Oaks,50,San Antonio,TX
570,Baptist Health Corbin,268,Corbin,KY
571,Baptist Health Extended Care Hospital,64,Little Rock,AR
572,Baptist Health Floyd,225,New Albany,IN
573,Baptist Health LaGrange,120,La Grange,KY
574,Baptist Health Lexington,391,Lexington,KY
575,Baptist Health Louisville,519,Louisville,KY
576,Baptist Health Madisonville,173,Madisonville,KY
577,Baptist Health Medical Center - Arkadelphia,25,Arkadelphia,AR
578,Baptist Health Medical Center - Heber Springs,25,Heber Springs,AR
579,Baptist Health Medical Center - Little Rock,734,Little Rock,AR
580,Baptist Health Medical Center - North Little Rock,205,North Little Rock,AR
581,Baptist Health Medical Center - Stuttgart,49,Stuttgart,AR
582,Baptist Health Medical Center Conway,110,Conway,AR
583,Baptist Health Medical Center-Hot Spring County,64,Malvern,AR
584,Baptist Health Paducah,271,Paducah,KY
585,Baptist Health Rehabilitation Institute-Little Rock,120,Little Rock,AR
586,Baptist Health Richmond,60,Richmond,KY
587,Baptist Health-Fort Smith,343,Fort Smith,AR
588,Baptist Health-Van Buren,39,Van Buren,AR
589,Baptist Heart Hospital,0,Jacksonville,FL
590,Baptist Hospital,728,Miami,FL
591,Baptist Hospital,326,Pensacola,FL
592,Baptist Hospitals of Southeast Texas,396,Beaumont,TX
593,Baptist Medical Center,1567,San Antonio,TX
594,Baptist Medical Center Beaches,135,Jacksonville Beach,FL
595,Baptist Medical Center East,207,Montgomery,AL
596,Baptist Medical Center Jacksonville,903,Jacksonville,FL
597,Baptist Medical Center Nassau,54,Fernandina Beach,FL
598,Baptist Medical Center South,0,Jacksonville,FL
599,Baptist Medical Center South,380,Montgomery,AL
600,Baptist Memorial Hospital - Attala,25,Kosciusko,MS
601,Baptist Memorial Hospital - Booneville,54,Booneville,MS
602,Baptist Memorial Hospital - Calhoun,25,Calhoun City,MS
603,Baptist Memorial Hospital - Caroll County,54,Huntingdon,TN
604,Baptist Memorial Hospital - Collierville,81,Collierville,TN
605,Baptist Memorial Hospital - DeSoto,339,Southaven,MS
606,Baptist Memorial Hospital - Golden Triangle,211,Columbus,MS
607,Baptist Memorial Hospital - North Mississippi,182,Oxford,MS
608,Baptist Memorial Hospital - Tipton,47,Covington,TN
609,Baptist Memorial Hospital - Union City,63,Union City,TN
610,Baptist Memorial Hospital - Union County,92,New Albany,MS
611,Baptist Memorial Hospital for Women,140,Memphis,TN
612,Baptist Memorial Hospital Memphis,770,Memphis,TN
613,Baptist Memorial Hospital-Crittenden,0,West Memphis,AR
614,Baptist Memorial Hospital-Leake,25,Carthage,MS
615,Baptist Memorial Hospital-Yazoo,25,Yazoo City,MS
616,Baptist Memorial Rehabilitation Hospital,49,Germantown,TN
617,Baptist Memorial Restorative Care Hospital,30,Memphis,TN
618,Baraga County Memorial Hospital,24,L'Anse,MI
619,Barbourville ARH Hospital,25,Barbourville,KY
620,Barlow Respiratory Hospital at PIH Health Hospital Whittier,0,Whittier,CA
621,Barlow Respiratory Hospital Los Angeles,105,Los Angeles,CA
622,Barlow Respiratory Hospital San Fernando Valley,0,Van Nuys,CA
623,Barnes-Jewish Hospital,1368,Saint Louis,MO
624,Barnes-Jewish Hospital Psychiatric Support Center,25,Saint Louis,MO
625,Barnes-Jewish Saint Peters Hospital,113,Saint Peters,MO
626,Barnes-Jewish West County Hospital,77,Creve Coeur,MO
627,Barnes-Kasson Hospital,83,Susquehanna,PA
628,Barnesville Hospital,25,Barnesville,OH
629,Barrett Hospital & Healthcare,18,Dillon,MT
630,Barstow Community Hospital,30,Barstow,CA
631,Bartlett Regional Hospital,57,Juneau,AK
632,Barton Memorial Hospital,111,South Lake Tahoe,CA
633,Bartow Regional Medical Center,72,Bartow,FL
634,Bascom Palmer Eye Institute,56,Miami,FL
635,Bassett Medical Center,180,Cooperstown,NY
636,Batavia VA Medical Center,0,Batavia,NY
637,Bates County Memorial Hospital,44,Butler,MO
638,Bath Community Hospital,14,Hot Springs,VA
639,Bath VA Medical Center,0,Bath,NY
640,Baton Rouge Behavioral Hospital,47,Baton Rouge,LA
641,Baton Rouge General Bluebonnet Campus,76,Baton Rouge,LA
642,Baton Rouge General Mid City Campus,365,Baton Rouge,LA
643,Baton Rouge Rehabilitation Hospital,81,Baton Rouge,LA
644,Batson Children's Hospital,0,Jackson,MS
645,Battle Creek VA Medical Center,0,Battle Creek,MI
646,Battle Mountain General Hospital,30,Battle Mountain,NV
647,Baxter Regional Medical Center,212,Mountain Home,AR
648,Bay Area Hospital,130,Coos Bay,OR
649,Bay Medical Sacred Heart,293,Panama City,FL
650,Bay Pines VA Healthcare System,0,Bay Pines,FL
651,Bayamon Medical Center,253,Bayamon,PR
652,Bayamon Regional Hospital,102,Bayamon,PR
653,BayCare Alliant Hospital,48,Dunedin,FL
654,Bayfront Health Brooksville,244,Brooksville,FL
655,Bayfront Health Port Charlotte,254,Port Charlotte,FL
656,Bayfront Health Punta Gorda,176,Punta Gorda,FL
657,Bayfront Health Seven Rivers,128,Crystal River,FL
658,Bayfront Health Spring Hill,88,Spring Hill,FL
659,Bayfront Health St. Petersburg,358,Saint Petersburg,FL
660,"Bayhealth Hospital, Kent Campus",281,Dover,DE
661,"Bayhealth Hospital, Sussex Campus",156,Milford,DE
662,Baylor Scott & White All Saints Medical Center,377,Fort Worth,TX
663,Baylor Scott & White Continuing Care Hospital Temple,48,Temple,TX
664,Baylor Scott & White Emergency Hospital - Colleyville,0,Colleyville,TX
665,Baylor Scott & White Emergency Hospital - Grand Prairie,0,Grand Prairie,TX
666,Baylor Scott & White Emergency Hospital - Keller,0,Keller,TX
667,Baylor Scott & White Emergency Hospital - Mansfield,0,Mansfield,TX
668,Baylor Scott & White Emergency Hospital - Murphy,0,Murphy,TX
669,Baylor Scott & White Emergency Hospital - Rockwall,8,Rockwall,TX
670,Baylor Scott & White Emergency Hospital-Aubrey,40,Aubrey,TX
671,Baylor Scott & White Emergency Hospital-Burleson,24,Burleson,TX
672,Baylor Scott & White Heart and Vascular Hospital,53,Dallas,TX
673,Baylor Scott & White Institute for Rehabilitation - Dallas,92,Dallas,TX
674,Baylor Scott & White Institute for Rehabilitation - Fort Worth,42,Fort Worth,TX
675,Baylor Scott & White Institute for Rehabilitation - Frisco,44,Frisco,TX
676,Baylor Scott & White Institute for Rehabilitation - Lakeway,36,Lakeway,TX
677,Baylor Scott & White McLane Children's,2,Temple,TX
678,Baylor Scott & White Medical Center - Pflugerville,0,Pflugerville,TX
679,Baylor Scott & White Medical Center - Sunnyvale,70,Sunnyvale,TX
680,Baylor Scott & White Medical Center Austin,0,Austin,TX
681,Baylor Scott & White Medical Center Brenham,50,Brenham,TX
682,Baylor Scott & White Medical Center Carrollton,94,Carrollton,TX
683,Baylor Scott & White Medical Center Centennial,118,Frisco,TX
684,Baylor Scott & White Medical Center College Station,119,College Station,TX
685,Baylor Scott & White Medical Center Hillcrest,236,Waco,TX
686,Baylor Scott & White Medical Center Irving,222,Irving,TX
687,Baylor Scott & White Medical Center Lake Pointe,121,Rowlett,TX
688,Baylor Scott & White Medical Center Lakeway,106,Lakeway,TX
689,Baylor Scott & White Medical Center Llano,25,Llano,TX
690,Baylor Scott & White Medical Center Marble Falls,46,Marble Falls,TX
691,Baylor Scott & White Medical Center McKinney,143,McKinney,TX
692,Baylor Scott & White Medical Center Round Rock,167,Round Rock,TX
693,Baylor Scott & White Medical Center Taylor,25,Taylor,TX
694,Baylor Scott & White Medical Center Trophy Club,22,Trophy Club,TX
695,Baylor Scott & White Medical Center Uptown,24,Dallas,TX
696,Baylor Scott & White Medical Center Waxahachie,106,Waxahachie,TX
697,Baylor Scott & White Orthopedic and Spine Hospital Arlington,24,Arlington,TX
698,Baylor Scott & White Surgical Hospital at Sherman,12,Sherman,TX
699,Baylor Scott & White Surgical Hospital Fort Worth,30,Fort Worth,TX
700,Baylor Scott & White Texas Spine & Joint Hospital,20,Tyler,TX
701,Baylor Scott and White Medical Center Frisco,68,Frisco,TX
702,Baylor Scott and White The Heart Hospital - Plano,114,Plano,TX
703,Baylor Scott and White The Heart Hospital Denton,22,Denton,TX
704,Baylor Surgical Hospital at Las Colinas,20,Irving,TX
705,Baylor University Medical Center,824,Dallas,TX
706,Bayne-Jones Army Community Hospital,0,Fort Polk,LA
707,Bayonne Medical Center,163,Bayonne,NJ
708,Baypointe Children's Hospital,0,Mobile,AL
709,BayRidge Hospital,0,Lynn,MA
710,Bayshore Medical Center,169,Holmdel,NJ
711,Bayside Community Hospital,14,Anahuac,TX
712,Baystate Franklin Medical Center,89,Greenfield,MA
713,Baystate Medical Center,724,Springfield,MA
714,Baystate Noble Hospital,97,Westfield,MA
715,Baystate Wing Hospital,74,Palmer,MA
716,Bayview Behavioral Hospital,68,Corpus Christi,TX
717,Beacham Memorial Hospital,31,Magnolia,MS
718,Beachwood Medical Center,0,Beachwood,OH
719,Beacon Behavioral Hospital,19,Lutcher,LA
720,Beacon Behavioral Hospital,0,Luverne,AL
721,Beacon Behavioral Hospital - Central,18,Bunkie,LA
722,Beacon Behavioral Hospital Northshore,22,Lacombe,LA
723,Beacon Behavioral Hospital-New Orleans,34,New Orleans,LA
724,Beacon Haven,6,New Brighton,MN
725,Bear Lake Memorial Hospital,57,Montpelier,ID
726,Bear River Valley Hospital,16,Tremonton,UT
727,Bear Valley Community Hospital,30,Big Bear Lake,CA
728,Beartooth Billings Clinic,10,Red Lodge,MT
729,Beatrice Community Hospital,25,Beatrice,NE
730,Beaufort Memorial Hospital,195,Beaufort,SC
731,"Beaumont Hospital, Dearborn",567,Dearborn,MI
732,"Beaumont Hospital, Farmington Hills",301,Farmington Hills,MI
733,"Beaumont Hospital, Grosse Pointe",266,Grosse Pointe,MI
734,"Beaumont Hospital, Royal Oak",1089,Royal Oak,MI
735,"Beaumont Hospital, Taylor",180,Taylor,MI
736,"Beaumont Hospital, Trenton",193,Trenton,MI
737,"Beaumont Hospital, Troy",520,Troy,MI
738,"Beaumont Hospital, Wayne",170,Wayne,MI
739,Beauregard Memorial Hospital,49,DeRidder,LA
740,Beaver County Memorial Hospital,24,Beaver,OK
741,Beaver Valley Hospital,25,Beaver,UT
742,Beckett Springs,96,West Chester,OH
743,Beckley ARH Hospital,173,Beckley,WV
744,Beckley VA Medical Center,0,Beckley,WV
745,Beebe Healthcare,195,Lewes,DE
746,Behavioral Center of Michigan,42,Warren,MI
747,Behavioral Health of Rocky Top,0,Rocky Top,TN
748,Behavioral Hospital of Bellaire,122,Houston,TX
749,Behavioral Wellness Center at Girard,51,Philadelphia,PA
750,Bella Vista Hospital,183,Mayaguez,PR
751,Bellevue Woman's Center,40,Niskayuna,NY
752,Bellin Health Oconto Hospital,10,Oconto,WI
753,Bellin Health Psychiatric Center,80,Green Bay,WI
754,Bellin Hospital,175,Green Bay,WI
755,Belmont Behavioral Hospital,180,Philadelphia,PA
756,Belmont Pines Hospital,45,Youngstown,OH
757,Beloit Memorial Hospital,103,Beloit,WI
758,Belton Regional Medical Center,71,Belton,MO
759,Ben Taub General Hospital,684,Houston,TX
760,Benchmark Behavioral Health System,0,Woods Cross,UT
761,Benefis East Campus,478,Great Falls,MT
762,Benefis Healthcare - West Campus,0,Great Falls,MT
763,Benefis Teton Medical Center,25,Choteau,MT
764,Benewah Community Hospital,19,Saint Maries,ID
765,Bennett County Hospital,14,Martin,SD
766,Benson Hospital,22,Benson,AZ
767,Bergen New Bridge Medical Center,1020,Paramus,NJ
768,Berger Hospital,83,Circleville,OH
769,Berkeley Medical Center,169,Martinsburg,WV
770,Berkshire Medical Center,275,Pittsfield,MA
771,Bertrand Chaffee Hospital,103,Springville,NY
772,Berwick Hospital Center,341,Berwick,PA
773,Beth Israel Deaconess Hospital Milton,102,Milton,MA
774,Beth Israel Deaconess Hospital Needham,58,Needham,MA
775,Beth Israel Deaconess Hospital-Plymouth,164,Plymouth,MA
776,Beth Israel Deaconess Medical Center,704,Boston,MA
777,Bethesda Butler Hospital,10,Hamilton,OH
778,Bethesda Hospital East,467,Boynton Beach,FL
779,Bethesda Hospital West,0,Boynton Beach,FL
780,Bethesda North Hospital,365,Cincinnati,OH
781,Bethesda Rehabilitation Hospital,14,Baton Rouge,LA
782,Betsy Johnson Regional Hospital,151,Dunn,NC
783,Betty H. Cameron Women's and Children's Hospital,0,Wilmington,NC
784,Beverly Hospital,224,Montebello,CA
785,Beverly Hospital,364,Beverly,MA
786,Beverly Knight Olson Children's Hospital Navicent Health,0,Macon,GA
787,BHC Alhambra Hospital,97,Rosemead,CA
788,Bibb Medical Center,156,Centreville,AL
789,Bienville Medical Center,21,Arcadia,LA
790,Big Bend Regional Medical Center,25,Alpine,TX
791,Big Horn County Memorial Hospital,25,Hardin,MT
792,Big Sandy Medical Center,30,Big Sandy,MT
793,Big South Fork Medical Center,25,Oneida,TN
794,Big Spring State Hospital,200,Big Spring,TX
795,Bigfork Valley Hospital,67,Bigfork,MN
796,Billings Clinic Hospital,301,Billings,MT
797,Bingham Memorial Hospital,85,Blackfoot,ID
798,Birmingham VA Medical Center,0,Birmingham,AL
799,Black Hills Surgical Hospital,26,Rapid City,SD
800,Black River Memorial Hospital,25,Black River Falls,WI
801,Blackfeet Community Hospital,26,Browning,MT
802,Blackwell Regional Hospital,34,Blackwell,OK
803,Bladen County Hospital,25,Elizabethtown,NC
804,Blake Medical Center,383,Bradenton,FL
805,Blanchard Valley Hospital,150,Findlay,OH
806,Blanchfield Army Community Hospital,0,Fort Campbell,KY
807,Blank Children's Hospital,0,Des Moines,IA
808,Bleckley Memorial Hospital,15,Cochran,GA
809,Blessing Hospital,327,Quincy,IL
810,Bliant Specialty Hospital,0,New Orleans,LA
811,Bloomington Meadows Hospital,71,Bloomington,IN
812,Blount Memorial Hospital,279,Maryville,TN
813,Blue Mountain Hospital,11,Blanding,UT
814,Blue Mountain Hospital,14,John Day,OR
815,Blue Ridge Regional Hospital,25,Spruce Pine,NC
816,Bluefield Regional Medical Center,57,Bluefield,WV
817,Bluegrass Community Hospital,25,Versailles,KY
818,Blueridge Vista Health and Wellness,44,Cincinnati,OH
819,Bluffton Hospital,25,Bluffton,OH
820,Bluffton Regional Medical Center,75,Bluffton,IN
821,Blythedale Children's Hospital,0,Valhalla,NY
822,Bob Wilson Memorial Grant County Hospital,26,Ulysses,KS
823,Boca Raton Regional Hospital,370,Boca Raton,FL
824,Boise VA Medical Center,0,Boise,ID
825,Bolivar General Hospital,25,Bolivar,TN
826,Bolivar Medical Center,164,Cleveland,MS
827,Bon Secours Community Hospital,168,Port Jervis,NY
828,Bon Secours DePaul Medical Center,133,Norfolk,VA
829,Bon Secours Mary Immaculate Hospital,230,Newport News,VA
830,Bon Secours Maryview Medical Center,352,Portsmouth,VA
831,Bon Secours Saint Francis Hospital,189,Charleston,SC
832,Bonner General Hospital,25,Sandpoint,ID
833,Boone County Health Center,25,Albion,NE
834,Boone County Hospital,25,Boone,IA
835,Boone Hospital Center,350,Columbia,MO
836,Boone Memorial Hospital,25,Madison,WV
837,Boston Children's Hospital,415,Boston,MA
838,Boston Medical Center,432,Boston,MA
839,Bothwell Regional Health Center,108,Sedalia,MO
840,Boulder City Hospital,82,Boulder City,NV
841,Boundary Community Hospital,48,Bonners Ferry,ID
842,Bourbon Community Hospital,58,Paris,KY
843,Bournewood Hospital,90,Brookline,MA
844,Bowdle Healthcare Center,46,Bowdle,SD
845,Bowen Center - Warsaw,16,Warsaw,IN
846,Box Butte General Hospital,25,Alliance,NE
847,Boys Town National Research Hospital,61,Omaha,NE
848,Boys Town National Research Hospital-Pacific Street,0,Boys Town,NE
849,Bozeman Health Big Sky Medical Center,4,Big Sky,MT
850,Bozeman Health Deaconess Hospital,83,Bozeman,MT
851,Bradford Regional Medical Center,202,Bradford,PA
852,Bradley County Medical Center,35,Warren,AR
853,Bradley Hospital,0,East Providence,RI
854,Brandon Regional Hospital,418,Brandon,FL
855,Brandywine Hospital,171,Coatesville,PA
856,Brattleboro Memorial Hospital,47,Brattleboro,VT
